2026-01-10 04:58:25.107 | INFO     | ArbitrageBot         | system_orchestrator.py:187 | ✅ Enterprise logging initialized for system: ARB_1768013905_94276
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1071 |    Total Profit: $0.00
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1072 |    Total Loss: $0.00
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1073 |    Net P&L: $0.00
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1074 |    Win Rate: 0.0%
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1075 |    Hourly Rate: $0.00/hour
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1076 |    Avg Trade Time: 979.3ms
2026-01-10 04:58:54.944 | INFO     | ArbitrageBot         | system_orchestrator.py:1077 | ======================================================================
2026-01-10 04:58:54.945 | INFO     | ArbitrageBot         | system_orchestrator.py:1078 | 👋 System shutdown complete. Goodbye!
2026-01-10 05:35:25.057 | INFO     | ArbitrageBot         | system_orchestrator.py:179 | ✅ Enterprise logging initialized for system: ARB_1768016125_95209
2026-01-10 05:35:25.058 | INFO     | ArbitrageBot         | system_orchestrator.py:219 | ✅ Configuration loaded from config/bot_config.json
2026-01-10 05:35:25.061 | INFO     | ArbitrageBot         | system_orchestrator.py:261 | 🔄 Initializing system components...
2026-01-10 05:35:27.480 | INFO     | ArbitrageBot         | system_orchestrator.py:381 | ✅ KRAKEN connected - Pairs: 3/3
2026-01-10 05:35:28.534 | INFO     | ArbitrageBot         | system_orchestrator.py:381 | ✅ BINANCE connected - Pairs: 3/3
2026-01-10 05:35:31.413 | INFO     | ArbitrageBot         | system_orchestrator.py:381 | ✅ COINBASE connected - Pairs: 3/3
2026-01-10 05:35:31.413 | INFO     | ArbitrageBot         | system_orchestrator.py:276 | ✅ Market intelligence modules initialized
2026-01-10 05:35:31.414 | INFO     | ArbitrageBot         | system_orchestrator.py:287 | ✅ Monitoring systems initialized
2026-01-10 05:35:33.132 | INFO     | ArbitrageBot         | system_orchestrator.py:436 | 📡 Network latency: 572.7ms (samples: 3)
2026-01-10 05:35:33.133 | INFO     | ArbitrageBot         | system_orchestrator.py:454 | 🔄 HIGH_LATENCY mode activated (REST polling)
2026-01-10 05:35:33.133 | INFO     | ArbitrageBot         | system_orchestrator.py:299 | ✅ Data infrastructure initialized - Mode: HIGH_LATENCY
2026-01-10 05:35:33.133 | INFO     | ArbitrageBot         | system_orchestrator.py:309 | ✅ DataHub initialized (standby mode)
2026-01-10 05:35:33.133 | INFO     | ArbitrageBot         | system_orchestrator.py:315 | 🎯 All system components initialized successfully
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:471 | ======================================================================
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:472 | 🚀 PROFESSIONAL ARBITRAGE TRADING SYSTEM
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:473 |    System ID: ARB_1768016125_95209
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:474 |    Version: 2.0.0 | Architecture: Microservices Integration
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:475 |    Start Time: 2026-01-10 05:35:33
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:476 |    PID: 95209
2026-01-10 05:35:33.134 | INFO     | ArbitrageBot         | system_orchestrator.py:477 |    Python: 3.14.2 (main, Jan  8 2026, 15:48:33) [Clang 14.0.3 (clang-1403.0.22.14.1)]
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:478 |    Platform: macOS-13.2.1-arm64-arm-64bit-Mach-O
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:479 | ----------------------------------------------------------------------
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:480 | 📊 SYSTEM CONFIGURATION:
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:481 |    Mode: HIGH_LATENCY
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:482 |    Latency: 572.7ms
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:483 |    Exchanges: 3 connected
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:484 |    Min Stable/Exchange: $1500.0
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:485 |    Position Size: $500.0
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:486 |    Min Profit/Trade: $0.5
2026-01-10 05:35:33.161 | INFO     | ArbitrageBot         | system_orchestrator.py:487 | ======================================================================
2026-01-10 05:35:33.162 | INFO     | ArbitrageBot         | system_orchestrator.py:491 | 🏁 Starting main trading loop...
2026-01-10 05:35:33.162 | INFO     | ArbitrageBot         | system_orchestrator.py:497 | ✅ Data feed started: RESTPollingFeed
2026-01-10 05:35:37.615 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:35:37.861 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:35:38.614 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:35:50.511 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:35:50.707 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:35:51.267 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:36:03.310 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:36:03.508 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:36:04.072 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:36:15.918 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:36:16.112 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:36:16.664 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:36:28.717 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:36:28.918 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:36:29.491 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:36:41.291 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:36:41.489 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:36:42.088 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:36:42.089 | INFO     | ArbitrageBot         | system_orchestrator.py:1048 | 📈 System Metrics: Cycles: 6 | Trades: 0 | Profit: $0.0 | Win Rate: 0.0% | API Success: 100.0%
2026-01-10 05:36:53.944 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:36:54.144 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:36:54.726 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:37:06.541 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:37:06.741 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:37:07.257 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:37:19.058 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching kraken balance: 'float' object is not iterable
2026-01-10 05:37:19.258 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching binance balance: 'float' object is not iterable
2026-01-10 05:37:19.784 | ERROR    | ArbitrageBot         | system_orchestrator.py:693 | ❌ Error fetching coinbase balance: 'float' object is not iterable
2026-01-10 05:37:21.188 | WARNING  | ArbitrageBot         | system_orchestrator.py:463 | 🚨 Received signal 2, initiating graceful shutdown...
2026-01-10 05:37:27.285 | INFO     | ArbitrageBot         | system_orchestrator.py:1059 | 🛑 Initiating graceful system shutdown...
2026-01-10 05:37:27.286 | INFO     | ArbitrageBot         | system_orchestrator.py:1065 | ✅ Data feed stopped
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1048 | 📈 System Metrics: Cycles: 9 | Trades: 0 | Profit: $0.0 | Win Rate: 0.0% | API Success: 100.0%
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1084 | ======================================================================
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1085 | 📊 SESSION SUMMARY:
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1086 |    Duration: 0.03 hours
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1087 |    Total Cycles: 9
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1088 |    Total Trades: 0
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1089 |    Total Profit: $0.00
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1090 |    Total Loss: $0.00
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1091 |    Net P&L: $0.00
2026-01-10 05:37:27.287 | INFO     | ArbitrageBot         | system_orchestrator.py:1092 |    Win Rate: 0.0%
2026-01-10 05:37:27.288 | INFO     | ArbitrageBot         | system_orchestrator.py:1093 |    Hourly Rate: $0.00/hour
2026-01-10 05:37:27.288 | INFO     | ArbitrageBot         | system_orchestrator.py:1094 |    Avg Trade Time: 3155.7ms
2026-01-10 05:37:27.288 | INFO     | ArbitrageBot         | system_orchestrator.py:1095 | ======================================================================
2026-01-10 05:37:27.288 | INFO     | ArbitrageBot         | system_orchestrator.py:1096 | 👋 System shutdown complete. Goodbye!
2026-01-10 05:52:40.396 | INFO     | ArbitrageBot         | system_orchestrator.py:187 | ✅ Enterprise logging initialized for system: ARB_1768017160_95413
2026-01-10 05:52:40.397 | INFO     | ArbitrageBot         | system_orchestrator.py:227 | ✅ Configuration loaded from config/bot_config.json
2026-01-10 05:52:40.398 | INFO     | ArbitrageBot         | system_orchestrator.py:269 | 🔄 Initializing system components...
2026-01-10 05:52:42.903 | INFO     | ArbitrageBot         | system_orchestrator.py:389 | ✅ KRAKEN connected - Pairs: 3/3
2026-01-10 05:52:44.189 | INFO     | ArbitrageBot         | system_orchestrator.py:389 | ✅ BINANCE connected - Pairs: 3/3
2026-01-10 05:52:46.982 | INFO     | ArbitrageBot         | system_orchestrator.py:389 | ✅ COINBASE connected - Pairs: 3/3
2026-01-10 05:52:46.982 | INFO     | ArbitrageBot         | system_orchestrator.py:284 | ✅ Market intelligence modules initialized
2026-01-10 05:52:46.982 | INFO     | ArbitrageBot         | system_orchestrator.py:295 | ✅ Monitoring systems initialized
2026-01-10 05:52:48.837 | INFO     | ArbitrageBot         | system_orchestrator.py:444 | 📡 Network latency: 617.9ms (samples: 3)
2026-01-10 05:52:48.838 | INFO     | ArbitrageBot         | system_orchestrator.py:462 | 🔄 HIGH_LATENCY mode activated (REST polling)
2026-01-10 05:52:48.838 | INFO     | ArbitrageBot         | system_orchestrator.py:307 | ✅ Data infrastructure initialized - Mode: HIGH_LATENCY
2026-01-10 05:52:48.838 | INFO     | ArbitrageBot         | system_orchestrator.py:317 | ✅ DataHub initialized (standby mode)
2026-01-10 05:52:48.838 | INFO     | ArbitrageBot         | system_orchestrator.py:323 | 🎯 All system components initialized successfully
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:479 | ======================================================================
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:480 | 🚀 PROFESSIONAL ARBITRAGE TRADING SYSTEM
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:481 |    System ID: ARB_1768017160_95413
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:482 |    Version: 2.0.0 | Architecture: Microservices Integration
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:483 |    Start Time: 2026-01-10 05:52:48
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:484 |    PID: 95413
2026-01-10 05:52:48.839 | INFO     | ArbitrageBot         | system_orchestrator.py:485 |    Python: 3.14.2 (main, Jan  8 2026, 15:48:33) [Clang 14.0.3 (clang-1403.0.22.14.1)]
2026-01-10 05:52:48.867 | INFO     | ArbitrageBot         | system_orchestrator.py:486 |    Platform: macOS-13.2.1-arm64-arm-64bit-Mach-O
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:487 | ----------------------------------------------------------------------
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:488 | 📊 SYSTEM CONFIGURATION:
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:489 |    Mode: HIGH_LATENCY
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:490 |    Latency: 617.9ms
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:491 |    Exchanges: 3 connected
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:492 |    Min Stable/Exchange: $1500.0
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:493 |    Position Size: $500.0
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:494 |    Min Profit/Trade: $0.5
2026-01-10 05:52:48.868 | INFO     | ArbitrageBot         | system_orchestrator.py:495 | ======================================================================
2026-01-10 05:52:48.869 | INFO     | ArbitrageBot         | system_orchestrator.py:499 | 🏁 Starting main trading loop...
2026-01-10 05:52:48.869 | INFO     | ArbitrageBot         | system_orchestrator.py:505 | ✅ Data feed started: RESTPollingFeed
2026-01-10 05:52:50.764 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:52:53.175 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:52:53.176 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:52:53.376 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:52:53.376 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:52:54.221 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:52:54.222 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
2026-01-10 05:53:03.346 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:53:06.058 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:53:06.058 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:53:06.257 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:53:06.258 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:53:06.826 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:53:06.827 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
2026-01-10 05:53:15.900 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:53:18.849 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:53:18.849 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:53:19.047 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:53:19.047 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:53:19.628 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:53:19.629 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
2026-01-10 05:53:29.782 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:53:31.489 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:53:31.489 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:53:31.714 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:53:31.714 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:53:32.333 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:53:32.334 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
2026-01-10 05:53:41.404 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:53:44.213 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:53:44.213 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:53:44.408 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:53:44.409 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:53:44.954 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:53:44.955 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
2026-01-10 05:53:53.966 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for KRAKEN...
2026-01-10 05:53:56.783 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ KRAKEN Balance: BTC=0.014755, USDT=$1495.30, Total≈$2823.21
2026-01-10 05:53:56.784 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for BINANCE...
2026-01-10 05:53:57.018 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ BINANCE Balance: BTC=0.007757, USDT=$1499.40, Total≈$2198.03
2026-01-10 05:53:57.018 | INFO     | ArbitrageBot         | system_orchestrator.py:634 | 🔄 Fetching balance for COINBASE...
2026-01-10 05:53:57.578 | INFO     | ArbitrageBot         | system_orchestrator.py:747 | ✅ COINBASE Balance: BTC=0.005287, USDT=$0.00, Total≈$1975.60
2026-01-10 05:53:57.579 | ERROR    | ArbitrageBot         | system_orchestrator.py:805 | Inventory management error: 'ArbitrageBot' object has no attribute 'exchange_assets'
